missile,window_left_s,window_right_s,time_s,margin_m
M1,16.3755538192,20.682151169,17.275553819200013,2.2213722560355595
M1,16.3755538192,20.682151169,17.325553819200014,2.4243526630488583
M1,16.3755538192,20.682151169,17.375553819200015,2.6275034795360552
M1,16.3755538192,20.682151169,17.425553819200015,2.830823610000391
M1,16.3755538192,20.682151169,17.475553819200016,3.034311751186033
M1,16.3755538192,20.682151169,17.525553819200017,3.237966349776018
M1,16.3755538192,20.682151169,17.575553819200017,3.441785564906101
M1,16.3755538192,20.682151169,17.625553819200018,3.6457672239509
M1,16.3755538192,20.682151169,17.67555381920002,3.8499087651553685
M1,16.3755538192,20.682151169,17.72555381920002,4.054207166746141
M1,16.3755538192,20.682151169,17.77555381920002,4.258658867884876
M1,16.3755538192,20.682151169,17.82555381920002,4.463252736045676
M1,16.3755538192,20.682151169,17.87555381920002,4.667988026133297
M1,16.3755538192,20.682151169,17.925553819200022,4.872860889720126
M1,16.3755538192,20.682151169,17.975553819200023,5.077864224666499
M1,16.3755538192,20.682151169,18.025553819200024,5.282989553386026
M1,16.3755538192,20.682151169,18.075553819200024,5.488226700571715
M1,16.3755538192,20.682151169,18.125553819200025,5.693563380932044
M1,16.3755538192,20.682151169,18.175553819200026,5.89898468079858
M1,16.3755538192,20.682151169,18.225553819200027,6.104472348064565
M1,16.3755538192,20.682151169,18.275553819200027,6.310003858777645
M1,16.3755538192,20.682151169,18.325553819200028,6.515538650244089
M1,16.3755538192,20.682151169,18.37555381920003,6.721044462745743
M1,16.3755538192,20.682151169,18.42555381920003,6.926482996274409
M1,16.3755538192,20.682151169,18.47555381920003,7.1317954717314365
M1,16.3755538192,20.682151169,18.52555381920003,7.206000065595787
M1,16.3755538192,20.682151169,18.57555381920003,7.012003760122922
M1,16.3755538192,20.682151169,18.625553819200032,6.817462671069753
M1,16.3755538192,20.682151169,18.675553819200033,6.622438143674336
M1,16.3755538192,20.682151169,18.725553819200034,6.426972988130075
M1,16.3755538192,20.682151169,18.775553819200034,6.23109903268254
M1,16.3755538192,20.682151169,18.825553819200035,6.034859842659343
M1,16.3755538192,20.682151169,18.875553819200036,5.8382797973611
M1,16.3755538192,20.682151169,18.925553819200037,5.6413787947447815
M1,16.3755538192,20.682151169,18.975553819200037,5.444173204521642
M1,16.3755538192,20.682151169,19.025553819200038,5.246676589660237
M1,16.3755538192,20.682151169,19.07555381920004,5.048900250014057
M1,16.3755538192,20.682151169,19.12555381920004,4.850853657280203
M1,16.3755538192,20.682151169,19.17555381920004,4.652544779825691
M1,16.3755538192,20.682151169,19.22555381920004,4.453980351970103
M1,16.3755538192,20.682151169,19.27555381920004,4.255166076479521
M1,16.3755538192,20.682151169,19.325553819200042,4.056105356692805
M1,16.3755538192,20.682151169,19.375553819200043,3.8567997357500037
M1,16.3755538192,20.682151169,19.425553819200044,3.6572571893951302
M1,16.3755538192,20.682151169,19.475553819200044,3.4574806672331055
M1,16.3755538192,20.682151169,19.525553819200045,3.257472680313489
M1,16.3755538192,20.682151169,19.575553819200046,3.0572353588237986
M1,16.3755538192,20.682151169,19.625553819200046,2.8567705075902268
M1,16.3755538192,20.682151169,19.675553819200047,2.656079645306554
M1,16.3755538192,20.682151169,19.725553819200048,2.4551640430773274
M1,16.3755538192,20.682151169,19.77555381920005,2.254024756602755
M1,16.3755538192,20.682151169,19.82555381920005,2.052662650530668
M1,16.3755538192,20.682151169,19.87555381920005,1.8510784211124722
M1,16.3755538192,20.682151169,19.92555381920005,1.6492726174356687
M1,16.3755538192,20.682151169,19.97555381920005,1.447245655575319
M1,16.3755538192,20.682151169,20.025553819200052,1.244997834882481
M1,16.3755538192,20.682151169,20.075553819200053,1.0425293510733162
M1,16.3755538192,20.682151169,20.125553819200054,0.839840303352533
M1,16.3755538192,20.682151169,20.175553819200054,0.6369307080078652
M1,16.3755538192,20.682151169,20.225553819200055,0.43380050563287575
M1,16.3755538192,20.682151169,20.275553819200056,0.23044956595051858
M1,16.3755538192,20.682151169,20.325553819200056,0.02687769786085603
M1,16.3755538192,20.682151169,20.375553819200057,-0.17691534654559327
M1,16.3755538192,20.682151169,20.425553819200058,-0.3809298679796935
M1,16.3755538192,20.682151169,20.47555381920006,-0.5851662135761835
M1,16.3755538192,20.682151169,20.52555381920006,-0.7896247744186393
M1,16.3755538192,20.682151169,20.57555381920006,-0.994305981463107
M1,16.3755538192,20.682151169,20.62555381920006,-1.1992103015633617
M1,16.3755538192,20.682151169,20.67555381920006,-1.4043382364448433
M1,16.3755538192,20.682151169,20.682151169,-1.4314209783990801
M1,23.2792980806,27.533654739800003,23.2792980806,-1.840290605858467
M1,23.2792980806,27.533654739800003,23.3292980806,-1.5786094539238498
M1,23.2792980806,27.533654739800003,23.3792980806,-1.3165244759668884
M1,23.2792980806,27.533654739800003,23.429298080600002,-1.0540344161312998
M1,23.2792980806,27.533654739800003,23.479298080600003,-0.7911380483513959
M1,23.2792980806,27.533654739800003,23.529298080600004,-0.5278341813516754
M1,23.2792980806,27.533654739800003,23.579298080600005,-0.2641216640590862
M1,23.2792980806,27.533654739800003,23.629298080600005,6.076996399428936e-07
M1,23.2792980806,27.533654739800003,23.679298080600006,0.2645336836717931
M1,23.2792980806,27.533654739800003,23.729298080600007,0.5294785503107899
M1,23.2792980806,27.533654739800003,23.779298080600007,0.7948361200356615
M1,23.2792980806,27.533654739800003,23.829298080600008,1.0606072190267817
M1,23.2792980806,27.533654739800003,23.87929808060001,1.3267925720511702
M1,23.2792980806,27.533654739800003,23.92929808060001,1.5933927850922203
M1,23.2792980806,27.533654739800003,23.97929808060001,1.8604083236469169
M1,23.2792980806,27.533654739800003,24.02929808060001,2.127839487149161
M1,23.2792980806,27.533654739800003,24.07929808060001,2.395686377574365
M1,23.2792980806,27.533654739800003,24.129298080600012,2.6639482132526906
M1,23.2792980806,27.533654739800003,24.179298080600013,2.9326248215026336
M1,23.2792980806,27.533654739800003,24.229298080600014,3.2017158092699782
M1,23.2792980806,27.533654739800003,24.279298080600014,3.4712199956708787
M1,23.2792980806,27.533654739800003,24.329298080600015,3.741135689520304
M1,23.2792980806,27.533654739800003,24.379298080600016,4.0114605703677455
M1,23.2792980806,27.533654739800003,24.429298080600017,4.28219153473399
M1,23.2792980806,27.533654739800003,24.479298080600017,4.553324495854679
M1,23.2792980806,27.533654739800003,24.529298080600018,4.824854119821675
M1,23.2792980806,27.533654739800003,24.57929808060002,5.096773471978444
M1,23.2792980806,27.533654739800003,24.62929808060002,5.369073537793514
M1,23.2792980806,27.533654739800003,24.67929808060002,5.641742561310812
M1,23.2792980806,27.533654739800003,24.72929808060002,5.914765115458069
M1,23.2792980806,27.533654739800003,24.77929808060002,6.188120769782255
M1,23.2792980806,27.533654739800003,24.829298080600022,6.461782133821249
M1,23.2792980806,27.533654739800003,24.879298080600023,6.735711910571114
M1,23.2792980806,27.533654739800003,24.929298080600024,7.009856247186423
M1,23.2792980806,27.533654739800003,24.979298080600024,7.284141469167806
M1,23.2792980806,27.533654739800003,25.029298080600025,7.558461196933457
M1,23.2792980806,27.533654739800003,25.079298080600026,7.832651554281989
M1,23.2792980806,27.533654739800003,25.129298080600027,8.106452304116221
M1,23.2792980806,27.533654739800003,25.179298080600027,8.37941617741664
M1,23.2792980806,27.533654739800003,25.229298080600028,8.650756424523689
M1,23.2792980806,27.533654739800003,25.27929808060003,8.918866845294449
M1,23.2792980806,27.533654739800003,25.32929808060003,9.119278705158203
M1,23.2792980806,27.533654739800003,25.37929808060003,9.251783218378845
M1,23.2792980806,27.533654739800003,25.42929808060003,9.296169441167132
M1,23.2792980806,27.533654739800003,25.47929808060003,9.099132665169606
M1,23.2792980806,27.533654739800003,25.529298080600032,8.857248531937028
M1,23.2792980806,27.533654739800003,25.579298080600033,8.607725604906214
M1,23.2792980806,27.533654739800003,25.629298080600034,8.353853950676564
M1,23.2792980806,27.533654739800003,25.679298080600034,8.097199528875795
M1,23.2792980806,27.533654739800003,25.729298080600035,7.838589779868698
M1,23.2792980806,27.533654739800003,25.779298080600036,7.57850937336447
M1,23.2792980806,27.533654739800003,25.829298080600037,7.317247145116117
M1,23.2792980806,27.533654739800003,25.879298080600037,7.054998324791522
M1,23.2792980806,27.533654739800003,25.929298080600038,6.791890675070212
M1,23.2792980806,27.533654739800003,25.97929808060004,6.528013157914263
M1,23.2792980806,27.533654739800003,26.02929808060004,6.263428221185891
M1,23.2792980806,27.533654739800003,26.07929808060004,5.998183197173348
M1,23.2792980806,27.533654739800003,26.12929808060004,5.73231334563084
M1,23.2792980806,27.533654739800003,26.17929808060004,5.46584476446801
M1,23.2792980806,27.533654739800003,26.229298080600042,5.198797402291199
M1,23.2792980806,27.533654739800003,26.279298080600043,4.931186646883167
M1,23.2792980806,27.533654739800003,26.329298080600044,4.663024445356422
M1,23.2792980806,27.533654739800003,26.379298080600044,4.3943201093010185
M1,23.2792980806,27.533654739800003,26.429298080600045,4.125080903581254
M1,23.2792980806,27.533654739800003,26.479298080600046,3.8553124835315353
M1,23.2792980806,27.533654739800003,26.529298080600046,3.58501922426247
M1,23.2792980806,27.533654739800003,26.579298080600047,3.3142044718364128
M1,23.2792980806,27.533654739800003,26.629298080600048,3.0428707113553335
M1,23.2792980806,27.533654739800003,26.67929808060005,2.7710195712092256
M1,23.2792980806,27.533654739800003,26.72929808060005,2.49865259594352
M1,23.2792980806,27.533654739800003,26.77929808060005,2.22577057221506
M1,23.2792980806,27.533654739800003,26.82929808060005,1.952373892987323
M1,23.2792980806,27.533654739800003,26.87929808060005,1.6784626187366865
M1,23.2792980806,27.533654739800003,26.929298080600052,1.4040365272533908
M1,23.2792980806,27.533654739800003,26.979298080600053,1.1290951544502565
M1,23.2792980806,27.533654739800003,27.029298080600054,0.8536378280053398
M1,23.2792980806,27.533654739800003,27.079298080600054,0.5776636952654997
M1,23.2792980806,27.533654739800003,27.129298080600055,0.30117174651955025
M1,23.2792980806,27.533654739800003,27.179298080600056,0.024160834505998707
M1,23.2792980806,27.533654739800003,27.229298080600056,-0.2533703091479147
M1,23.2792980806,27.533654739800003,27.279298080600057,-7.854856707363993
M1,23.2792980806,27.533654739800003,27.329298080600058,-inf
M1,23.2792980806,27.533654739800003,27.37929808060006,-inf
M1,23.2792980806,27.533654739800003,27.42929808060006,-inf
M1,23.2792980806,27.533654739800003,27.47929808060006,-inf
M1,23.2792980806,27.533654739800003,27.52929808060006,-inf
M1,23.2792980806,27.533654739800003,27.533654739800003,-inf
M1,54.2098688388,56.2858948398,54.2098688388,-0.760891669782854
M1,54.2098688388,56.2858948398,54.259868838799996,-0.6491840964756701
M1,54.2098688388,56.2858948398,54.30986883879999,-0.5384110946837453
M1,54.2098688388,56.2858948398,54.35986883879999,-0.42860250151415435
M1,54.2098688388,56.2858948398,54.40986883879999,-0.31984387276995463
M1,54.2098688388,56.2858948398,54.459868838799984,-0.21215581502884007
M1,54.2098688388,56.2858948398,54.50986883879998,-0.10552994827891382
M1,54.2098688388,56.2858948398,54.55986883879998,-3.1134113243069805e-07
M1,54.2098688388,56.2858948398,54.609868838799976,0.10430942931173703
M1,54.2098688388,56.2858948398,54.65986883879997,0.2074370609999061
M1,54.2098688388,56.2858948398,54.70986883879997,0.30935745498024403
M1,54.2098688388,56.2858948398,54.75986883879997,0.41001235259931157
M1,54.2098688388,56.2858948398,54.809868838799964,0.5092956348651771
M1,54.2098688388,56.2858948398,54.85986883879996,0.6072502269909315
M1,54.2098688388,56.2858948398,54.90986883879996,0.7038340498331959
M1,54.2098688388,56.2858948398,54.959868838799956,0.7989490046715435
M1,54.2098688388,56.2858948398,55.00986883879995,0.8925494320875789
M1,54.2098688388,56.2858948398,55.05986883879995,0.9846435166220342
M1,54.2098688388,56.2858948398,55.10986883879995,1.0751845399208015
M1,54.2098688388,56.2858948398,55.159868838799945,1.1640313005281477
M1,54.2098688388,56.2858948398,55.20986883879994,1.2512053978299242
M1,54.2098688388,56.2858948398,55.25986883879994,1.3256523223074943
M1,54.2098688388,56.2858948398,55.309868838799936,1.2368907845539105
M1,54.2098688388,56.2858948398,55.35986883879993,1.1464299046483504
M1,54.2098688388,56.2858948398,55.40986883879993,1.0543467541797558
M1,54.2098688388,56.2858948398,55.45986883879993,0.9607314171004937
M1,54.2098688388,56.2858948398,55.509868838799925,0.8656309298300631
M1,54.2098688388,56.2858948398,55.55986883879992,0.7690119591774494
M1,54.2098688388,56.2858948398,55.60986883879992,0.6709749145471893
M1,54.2098688388,56.2858948398,55.659868838799916,0.5715886553293004
M1,54.2098688388,56.2858948398,55.70986883879991,0.47089532202367046
M1,54.2098688388,56.2858948398,55.75986883879991,0.36884578720207983
M1,54.2098688388,56.2858948398,55.80986883879991,0.26556170476103524
M1,54.2098688388,56.2858948398,55.859868838799905,0.16109171892517438
M1,54.2098688388,56.2858948398,55.9098688387999,0.055468961079768064
M1,54.2098688388,56.2858948398,55.9598688387999,-0.051358031466316234
M1,54.2098688388,56.2858948398,56.009868838799896,-0.15926054543099788
M1,54.2098688388,56.2858948398,56.05986883879989,-0.2682047555299363
M1,54.2098688388,56.2858948398,56.10986883879989,-0.37817548730145845
M1,54.2098688388,56.2858948398,56.15986883879989,-0.4891978166159099
M1,54.2098688388,56.2858948398,56.209868838799885,-0.6011649972099242
M1,54.2098688388,56.2858948398,56.25986883879988,-0.71404749162512
M1,54.2098688388,56.2858948398,56.2858948398,-0.7731577789025454
M2,6.6769658970000005,11.2644839239,6.6769658970000005,-inf
M2,6.6769658970000005,11.2644839239,6.726965897,-inf
M2,6.6769658970000005,11.2644839239,6.776965897,-inf
M2,6.6769658970000005,11.2644839239,6.826965897,-inf
M2,6.6769658970000005,11.2644839239,6.876965897,-inf
M2,6.6769658970000005,11.2644839239,6.926965897,-inf
M2,6.6769658970000005,11.2644839239,6.9769658969999995,-inf
M2,6.6769658970000005,11.2644839239,7.026965896999999,-5.697831344519955e-07
M2,6.6769658970000005,11.2644839239,7.076965896999999,0.19472598504103367
M2,6.6769658970000005,11.2644839239,7.126965896999999,0.38948148925337733
M2,6.6769658970000005,11.2644839239,7.176965896999999,0.584258585382516
M2,6.6769658970000005,11.2644839239,7.226965896999999,0.7790492407597753
M2,6.6769658970000005,11.2644839239,7.276965896999998,0.9738446782292343
M2,6.6769658970000005,11.2644839239,7.326965896999998,1.168635294799314
M2,6.6769658970000005,11.2644839239,7.376965896999998,1.3634105629079283
M2,6.6769658970000005,11.2644839239,7.426965896999998,1.5581589289591768
M2,6.6769658970000005,11.2644839239,7.476965896999998,1.7528676908845942
M2,6.6769658970000005,11.2644839239,7.5269658969999975,1.947522857485131
M2,6.6769658970000005,11.2644839239,7.576965896999997,2.1421087627085145
M2,6.6769658970000005,11.2644839239,7.626965896999997,2.3365951651595136
M2,6.6769658970000005,11.2644839239,7.676965896999997,2.5309759473603153
M2,6.6769658970000005,11.2644839239,7.726965896999997,2.7252300637305256
M2,6.6769658970000005,11.2644839239,7.776965896999997,2.919334100588765
M2,6.6769658970000005,11.2644839239,7.8269658969999965,3.1132619363641254
M2,6.6769658970000005,11.2644839239,7.876965896999996,3.306984362037886
M2,6.6769658970000005,11.2644839239,7.926965896999996,3.5004686257447
M2,6.6769658970000005,11.2644839239,7.976965896999996,3.6936718361583374
M2,6.6769658970000005,11.2644839239,8.026965896999997,3.886544773334885
M2,6.6769658970000005,11.2644839239,8.076965896999996,4.079053048155337
M2,6.6769658970000005,11.2644839239,8.126965896999994,4.27114322012122
M2,6.6769658970000005,11.2644839239,8.176965896999995,4.462754425835831
M2,6.6769658970000005,11.2644839239,8.226965896999996,4.653817097301942
M2,6.6769658970000005,11.2644839239,8.276965896999995,4.8442328007190065
M2,6.6769658970000005,11.2644839239,8.326965896999994,5.033918642661987
M2,6.6769658970000005,11.2644839239,8.376965896999994,5.222775759051264
M2,6.6769658970000005,11.2644839239,8.426965896999995,5.410680327609354
M2,6.6769658970000005,11.2644839239,8.476965896999994,5.597471939160908
M2,6.6769658970000005,11.2644839239,8.526965896999993,5.782975731267146
M2,6.6769658970000005,11.2644839239,8.576965896999994,5.967010129142432
M2,6.6769658970000005,11.2644839239,8.626965896999994,6.149331835512865
M2,6.6769658970000005,11.2644839239,8.676965896999993,6.2351305040676595
M2,6.6769658970000005,11.2644839239,8.726965896999992,6.303574240829881
M2,6.6769658970000005,11.2644839239,8.776965896999993,6.362564714239732
M2,6.6769658970000005,11.2644839239,8.826965896999994,6.4115926494783615
M2,6.6769658970000005,11.2644839239,8.876965896999993,6.450201701992491
M2,6.6769658970000005,11.2644839239,8.926965896999992,6.478005304462358
M2,6.6769658970000005,11.2644839239,8.976965896999992,6.494702184380043
M2,6.6769658970000005,11.2644839239,9.026965896999993,6.500089142010184
M2,6.6769658970000005,11.2644839239,9.076965896999992,6.494026335770074
M2,6.6769658970000005,11.2644839239,9.126965896999991,6.476543346211799
M2,6.6769658970000005,11.2644839239,9.176965896999992,6.4477158176851725
M2,6.6769658970000005,11.2644839239,9.226965896999992,6.40772528453507
M2,6.6769658970000005,11.2644839239,9.276965896999991,6.356848536350441
M2,6.6769658970000005,11.2644839239,9.32696589699999,6.182411039858243
M2,6.6769658970000005,11.2644839239,9.376965896999991,5.993078688290564
M2,6.6769658970000005,11.2644839239,9.426965896999992,5.803136669105568
M2,6.6769658970000005,11.2644839239,9.47696589699999,5.612642959671373
M2,6.6769658970000005,11.2644839239,9.52696589699999,5.421650107027573
M2,6.6769658970000005,11.2644839239,9.57696589699999,5.230208672101379
M2,6.6769658970000005,11.2644839239,9.626965896999991,5.038331218799012
M2,6.6769658970000005,11.2644839239,9.67696589699999,4.846068917613737
M2,6.6769658970000005,11.2644839239,9.726965896999989,4.6534453625257175
M2,6.6769658970000005,11.2644839239,9.77696589699999,4.460468702153003
