final_rank,time_s,status,active_indices,checked_patches,passed_patches,uncertain_patches,witness_distance_m,witness_point_x_m,witness_point_y_m,witness_point_z_m
1,4.3321674403,valid,"1,2",48,48,0,,,,
1,4.3821674403,valid,"1,2",48,48,0,,,,
1,4.4321674403,valid,"1,2",48,48,0,,,,
1,4.4821674403,valid,"1,2",48,48,0,,,,
1,4.5321674403,valid,"1,2",48,48,0,,,,
1,4.5821674403,valid,"1,2",48,48,0,,,,
1,4.6321674403,valid,"1,2",48,48,0,,,,
1,4.6821674403,valid,"1,2",48,48,0,,,,
1,4.7321674403,valid,"1,2",48,48,0,,,,
1,4.7821674403,valid,"1,2",48,48,0,,,,
1,4.8321674403,valid,"1,2",48,48,0,,,,
1,4.8821674403,valid,"1,2",48,48,0,,,,
1,4.9321674403,valid,"1,2",48,48,0,,,,
1,4.9821674403,valid,"1,2",48,48,0,,,,
1,5.0321674403,valid,"1,2",48,48,0,,,,
1,5.0821674403,valid,"1,2",48,48,0,,,,
1,5.1321674403,valid,"1,2",52,51,0,,,,
1,5.1821674403,valid,"1,2",80,72,0,,,,
1,5.2321674403,valid,"1,2",108,93,0,,,,
1,5.2821674403,valid,"1,2",112,96,0,,,,
1,5.3321674403,valid,"1,2",112,96,0,,,,
1,5.3821674403,valid,"1,2",152,126,0,,,,
1,5.4321674403,valid,"1,2",176,144,0,,,,
1,5.4821674403,valid,"1,2",176,144,0,,,,
1,5.5321674403,valid,"1,2",208,168,0,,,,
1,5.5821674403,valid,"1,2",240,192,0,,,,
1,5.6321674403,valid,"1,2",240,192,0,,,,
1,5.6821674403,valid,"1,2",240,192,0,,,,
1,5.7321674403,valid,"1,2",312,246,0,,,,
1,5.7821674403,valid,"1,2",388,303,0,,,,
1,5.8321674403,valid,"1,2",652,501,0,,,,
1,5.8821674403,valid,"1,2",816,624,0,,,,
1,5.9321674403,valid,"1,2",880,672,0,,,,
1,5.9821674403,valid,"1,2",1020,777,0,,,,
1,6.0321674403,valid,"1,2",1920,1452,0,,,,
1,6.0821674403,valid,"1,2",3260,2457,0,,,,
1,6.1321674403,valid,"1,2",5460,4107,0,,,,
1,6.1821674403,uncertain,"1,2",13956,9866,250,,,,
1,6.2321674403,uncertain,"1,2",4080,0,128,,,,
1,6.2821674403,invalid,"1,2",48,0,0,10.0436359164,6.4671567276,202.6787840266,2.5000000000
1,6.3321674403,invalid,"1,2",48,0,0,10.2604606325,6.4671567276,202.6787840266,2.5000000000
1,6.3821674403,invalid,"1,2",48,0,0,10.4776354664,6.4671567276,202.6787840266,2.5000000000
1,6.4321674403,invalid,"1,2",48,0,0,10.6951519807,6.4671567276,202.6787840266,2.5000000000
1,6.4821674403,invalid,"1,2",48,0,0,10.9130024400,6.4671567276,202.6787840266,2.5000000000
1,6.5321674403,invalid,"1,2",48,0,0,11.1311797455,6.4671567276,202.6787840266,2.5000000000
1,6.5821674403,invalid,"1,2",48,0,0,11.3496773762,6.4671567276,202.6787840266,2.5000000000
1,6.6321674403,invalid,"1,2",48,0,0,11.5684893361,6.4671567276,202.6787840266,2.5000000000
1,6.6821674403,invalid,"1,2",48,0,0,11.7876101081,6.4671567276,202.6787840266,2.5000000000
1,6.7321674403,invalid,"1,2",48,0,0,12.0070346118,6.4671567276,202.6787840266,2.5000000000
1,6.7821674403,invalid,"1,2",48,0,0,12.2267581660,6.4671567276,202.6787840266,2.5000000000
1,6.8321674403,invalid,"1,2",48,0,0,12.4467764549,6.4671567276,202.6787840266,2.5000000000
1,6.8821674403,invalid,"1,2",48,0,0,12.6670854979,6.4671567276,202.6787840266,2.5000000000
1,6.9321674403,invalid,"1,2",48,0,0,12.8876816219,6.4671567276,202.6787840266,2.5000000000
1,6.9821674403,invalid,"1,2",48,0,0,13.1085614371,6.4671567276,202.6787840266,2.5000000000
1,7.0321674403,invalid,"1,2",48,0,0,13.3297218138,6.4671567276,202.6787840266,2.5000000000
1,7.0821674403,invalid,"1,2",48,0,0,15.8179294367,6.4671567276,202.6787840266,2.5000000000
1,7.1321674403,invalid,"1,2",48,0,0,26.9314579721,6.4671567276,202.6787840266,2.5000000000
1,7.1821674403,invalid,"1,2",48,0,0,40.6146455343,6.4671567276,202.6787840266,2.5000000000
1,7.2321674403,invalid,"1,2",48,0,0,54.9813141147,6.4671567276,202.6787840266,2.5000000000
1,7.2821674403,invalid,"1,2",48,0,0,69.6095527798,6.4671567276,202.6787840266,2.5000000000
1,7.3321674403,invalid,"1,2",48,0,0,84.3634058177,6.4671567276,202.6787840266,2.5000000000
1,7.3821674403,invalid,"1,2",48,0,0,99.1868343615,6.4671567276,202.6787840266,2.5000000000
1,7.4321674403,invalid,"1,2",48,0,0,114.0527134560,6.4671567276,202.6787840266,2.5000000000
1,7.4821674403,invalid,"1,2",48,0,0,128.9463619076,6.4671567276,202.6787840266,2.5000000000
1,7.5321674403,invalid,"1,2",48,0,0,143.8591551424,6.4671567276,202.6787840266,2.5000000000
1,7.5821674403,invalid,"1,2",48,0,0,158.7856991479,6.4671567276,202.6787840266,2.5000000000
1,7.6321674403,invalid,"1,2",48,0,0,173.7224494877,6.4671567276,202.6787840266,2.5000000000
1,7.6821674403,invalid,"1,2",48,0,0,188.6669820734,6.4671567276,202.6787840266,2.5000000000
1,7.7321674403,invalid,"1,2",48,0,0,203.6175833760,6.4671567276,202.6787840266,2.5000000000
1,7.7821674403,invalid,"1,2",48,0,0,218.5730080810,6.4671567276,202.6787840266,2.5000000000
1,7.8321674403,invalid,"1,2",48,0,0,233.5323295174,6.4671567276,202.6787840266,2.5000000000
1,7.8821674403,invalid,"1,2",48,0,0,248.4948439397,6.4671567276,202.6787840266,2.5000000000
1,7.9321674403,invalid,"1,2",48,0,0,263.4600073368,6.4671567276,202.6787840266,2.5000000000
1,7.9821674403,invalid,"1,2",48,0,0,278.4273925707,6.4671567276,202.6787840266,2.5000000000
1,8.0321674403,invalid,"1,2",48,0,0,293.3966596062,6.4671567276,202.6787840266,2.5000000000
1,8.0821674403,invalid,"1,2",48,0,0,308.3675343952,6.4671567276,202.6787840266,2.5000000000
1,8.1321674403,invalid,"1,2",48,0,0,323.3397936172,6.4671567276,202.6787840266,2.5000000000
1,8.1821674403,invalid,"1,2",48,0,0,338.3132534654,6.4671567276,202.6787840266,2.5000000000
1,8.2321674403,invalid,"1,2",48,0,0,353.2877612808,6.4671567276,202.6787840266,2.5000000000
1,8.2821674403,invalid,"1,2",48,0,0,368.2631892245,6.4671567276,202.6787840266,2.5000000000
1,8.3321674403,invalid,"1,2",48,0,0,383.2394294320,6.4671567276,202.6787840266,2.5000000000
1,8.3821674403,invalid,"1,2",48,0,0,398.2163902597,6.4671567276,202.6787840266,2.5000000000
1,8.4321674403,invalid,"1,2",48,0,0,413.1939933470,6.4671567276,202.6787840266,2.5000000000
1,8.4821674403,invalid,"1,2",48,0,0,428.1721712946,6.4671567276,202.6787840266,2.5000000000
1,8.5321674403,invalid,"1,2",48,0,0,443.1508658130,6.4671567276,202.6787840266,2.5000000000
1,8.5821674403,invalid,"1,2",48,0,0,458.1300262338,6.4671567276,202.6787840266,2.5000000000
1,8.6321674403,invalid,"1,2",48,0,0,473.1096083041,6.4671567276,202.6787840266,2.5000000000
1,8.6821674403,invalid,"1,2",48,0,0,488.0895732024,6.4671567276,202.6787840266,2.5000000000
1,8.7321674403,invalid,"1,2",48,0,0,503.0698867301,6.4671567276,202.6787840266,2.5000000000
1,8.7821674403,invalid,"1,2",48,0,0,518.0505186437,6.4671567276,202.6787840266,2.5000000000
1,8.8321674403,invalid,"1,2",48,0,0,533.0314420987,6.4671567276,202.6787840266,2.5000000000
1,8.8821674403,invalid,"1,2",48,0,0,548.0126331857,6.4671567276,202.6787840266,2.5000000000
1,8.9321674403,invalid,"1,2",48,0,0,562.9940705398,6.4671567276,202.6787840266,2.5000000000
1,8.9821674403,invalid,"1,2",48,0,0,577.9757350109,6.4671567276,202.6787840266,2.5000000000
1,9.0321674403,invalid,"1,2",48,0,0,592.9576093840,6.4671567276,202.6787840266,2.5000000000
1,9.0821674403,invalid,"1,2",48,0,0,607.9396781407,6.4671567276,202.6787840266,2.5000000000
1,9.1321674403,invalid,"1,2",48,0,0,622.9219272556,6.4671567276,202.6787840266,2.5000000000
1,9.1821674403,invalid,"1,2",48,0,0,637.9043440206,6.4671567276,202.6787840266,2.5000000000
1,9.2321674403,invalid,"1,2",48,0,0,652.8869168940,6.4671567276,202.6787840266,2.5000000000
1,9.2821674403,invalid,"1,2",48,0,0,667.8696353698,6.4671567276,202.6787840266,2.5000000000
1,9.3321674403,invalid,"1,2",48,0,0,682.8524898637,6.4671567276,202.6787840266,2.5000000000
1,9.3821674403,invalid,"1,2",48,0,0,697.8354716147,6.4671567276,202.6787840266,2.5000000000
1,9.4321674403,invalid,"1,2",48,0,0,712.8185725982,6.4671567276,202.6787840266,2.5000000000
1,9.4821674403,invalid,"1,2",48,0,0,727.8017854503,6.4671567276,202.6787840266,2.5000000000
1,9.5042246922,invalid,"1,2",48,0,0,734.4115892517,6.4671567276,202.6787840266,2.5000000000
1,6.1321674403,valid,"1,2",5460,4107,0,,,,
1,6.1821674403,uncertain,"1,2",13956,9866,250,,,,
1,6.1571674403,valid,"1,2",10084,7575,0,,,,
1,6.1696674403,valid,"1,2",12608,9468,0,,,,
1,6.1759174403,valid,"1,2",14176,10644,0,,,,
1,6.1790424403,uncertain,"1,2",13640,9864,76,,,,
1,6.1774799403,uncertain,"1,2",13496,9850,20,,,,
1,6.1766986903,uncertain,"1,2",13348,9761,12,,,,
1,6.1763080653,uncertain,"1,2",13300,9741,6,,,,
1,6.1761127528,valid,"1,2",14220,10677,0,,,,
1,6.1762104091,valid,"1,2",14236,10689,0,,,,
1,6.1762592372,uncertain,"1,2",13300,9745,4,,,,
1,6.1762348231,uncertain,"1,2",13288,9738,2,,,,
1,6.1762226161,uncertain,"1,2",13284,9735,2,,,,
1,6.1762165126,uncertain,"1,2",13284,9735,2,,,,
1,6.1762134608,valid,"1,2",14236,10689,0,,,,
1,6.1762149867,uncertain,"1,2",13284,9735,2,,,,
1,6.1762142238,uncertain,"1,2",13284,9736,1,,,,
1,9.5042246922,invalid,"1,2,3",48,0,0,734.4115892517,6.4671567276,202.6787840266,2.5000000000
1,9.5542246922,invalid,"1,2,3",48,0,0,749.3949515551,6.4671567276,202.6787840266,2.5000000000
1,9.6042246922,invalid,"1,2,3",48,0,0,764.3784101293,6.4671567276,202.6787840266,2.5000000000
1,9.6542246922,invalid,"1,2,3",48,0,0,779.3619594218,6.4671567276,202.6787840266,2.5000000000
1,9.7042246922,invalid,"1,2,3",48,0,0,794.3455942991,6.4671567276,202.6787840266,2.5000000000
1,9.7542246922,invalid,"1,2,3",48,0,0,809.3293100076,6.4671567276,202.6787840266,2.5000000000
1,9.8042246922,invalid,"1,2,3",48,0,0,824.3131021396,6.4671567276,202.6787840266,2.5000000000
1,9.8542246922,invalid,"1,2,3",48,0,0,839.2969666019,6.4671567276,202.6787840266,2.5000000000
1,9.9042246922,invalid,"1,2,3",48,0,0,854.2808995886,6.4671567276,202.6787840266,2.5000000000
1,9.9542246922,invalid,"1,2,3",48,0,0,869.2648975560,6.4671567276,202.6787840266,2.5000000000
1,10.0042246922,invalid,"1,2,3",48,0,0,884.2489572009,6.4671567276,202.6787840266,2.5000000000
1,10.0542246922,invalid,"1,2,3",48,0,0,899.2330754399,6.4671567276,202.6787840266,2.5000000000
1,10.1042246922,invalid,"1,2,3",48,0,0,914.2172493920,6.4671567276,202.6787840266,2.5000000000
1,10.1542246922,invalid,"1,2,3",48,0,0,929.2014763619,6.4671567276,202.6787840266,2.5000000000
1,10.2042246922,invalid,"1,2,3",48,0,0,944.1857538255,6.4671567276,202.6787840266,2.5000000000
1,10.2542246922,invalid,"1,2,3",48,0,0,959.1700794163,6.4671567276,202.6787840266,2.5000000000
1,10.3042246922,invalid,"1,2,3",48,0,0,974.1544509134,6.4671567276,202.6787840266,2.5000000000
1,10.3542246922,invalid,"1,2,3",48,0,0,989.1388662305,6.4671567276,202.6787840266,2.5000000000
1,10.4042246922,invalid,"1,2,3",48,0,0,1004.1233234059,6.4671567276,202.6787840266,2.5000000000
1,10.4542246922,invalid,"1,2,3",48,0,0,1019.1078205932,6.4671567276,202.6787840266,2.5000000000
1,10.5042246922,invalid,"1,2,3",48,0,0,1034.0923560530,6.4671567276,202.6787840266,2.5000000000
1,10.5542246922,invalid,"1,2,3",48,0,0,1049.0769281453,6.4671567276,202.6787840266,2.5000000000
1,10.6042246922,invalid,"1,2,3",48,0,0,1064.0615353225,6.4671567276,202.6787840266,2.5000000000
1,10.6542246922,invalid,"1,2,3",48,0,0,1079.0461761229,6.4671567276,202.6787840266,2.5000000000
1,10.7042246922,invalid,"1,2,3",48,0,0,1094.0308491650,6.4671567276,202.6787840266,2.5000000000
1,10.7542246922,invalid,"1,2,3",48,0,0,1109.0155531417,6.4671567276,202.6787840266,2.5000000000
1,10.8042246922,invalid,"1,2,3",48,0,0,1124.0002868160,6.4671567276,202.6787840266,2.5000000000
1,10.8542246922,invalid,"1,2,3",48,0,0,1138.9850490157,6.4671567276,202.6787840266,2.5000000000
1,10.9042246922,invalid,"1,2,3",48,0,0,1153.9698386294,6.4671567276,202.6787840266,2.5000000000
1,10.9542246922,invalid,"1,2,3",48,0,0,1168.9546546031,6.4671567276,202.6787840266,2.5000000000
1,11.0042246922,invalid,"1,2,3",48,0,0,1183.9394959357,6.4671567276,202.6787840266,2.5000000000
1,11.0542246922,invalid,"1,2,3",48,0,0,1198.9243616765,6.4671567276,202.6787840266,2.5000000000
1,11.1042246922,invalid,"1,2,3",48,0,0,1213.9092509215,6.4671567276,202.6787840266,2.5000000000
1,11.1542246922,invalid,"1,2,3",48,0,0,1228.8941628109,6.4671567276,202.6787840266,2.5000000000
1,11.2042246922,invalid,"1,2,3",48,0,0,1243.8790965263,6.4671567276,202.6787840266,2.5000000000
1,11.2542246922,invalid,"1,2,3",48,0,0,1258.8640512883,6.4671567276,202.6787840266,2.5000000000
1,11.3042246922,invalid,"1,2,3",48,0,0,1273.8490263542,6.4671567276,202.6787840266,2.5000000000
1,11.3542246922,invalid,"1,2,3",48,0,0,1288.8340210157,6.4671567276,202.6787840266,2.5000000000
1,11.4042246922,invalid,"1,2,3",48,0,0,1303.8190345972,6.4671567276,202.6787840266,2.5000000000
1,11.4542246922,invalid,"1,2,3",48,0,0,1318.8040664538,6.4671567276,202.6787840266,2.5000000000
1,11.5042246922,invalid,"1,2,3",48,0,0,1333.7891159695,6.4671567276,202.6787840266,2.5000000000
1,11.5542246922,invalid,"1,2,3",48,0,0,1348.7741825557,6.4671567276,202.6787840266,2.5000000000
1,11.6042246922,invalid,"1,2,3",48,0,0,1363.7592656497,6.4671567276,202.6787840266,2.5000000000
1,11.6542246922,invalid,"1,2,3",48,0,0,1378.7443647133,6.4671567276,202.6787840266,2.5000000000
1,11.7042246922,invalid,"1,2,3",48,0,0,1393.7294792313,6.4671567276,202.6787840266,2.5000000000
1,11.7542246922,invalid,"1,2,3",48,0,0,1408.7146087106,6.4671567276,202.6787840266,2.5000000000
1,11.8042246922,invalid,"1,2,3",48,0,0,1423.6997526787,6.4671567276,202.6787840266,2.5000000000
1,11.8542246922,invalid,"1,2,3",48,0,0,1438.6849106829,6.4671567276,202.6787840266,2.5000000000
1,11.9042246922,invalid,"1,2,3",48,0,0,1453.6700822892,6.4671567276,202.6787840266,2.5000000000
1,11.9542246922,invalid,"1,2,3",48,0,0,1468.6552670811,6.4671567276,202.6787840266,2.5000000000
1,12.0042246922,invalid,"1,2,3",48,0,0,1483.6404646591,6.4671567276,202.6787840266,2.5000000000
1,12.0542246922,invalid,"1,2,3",48,0,0,1498.6256746397,6.4671567276,202.6787840266,2.5000000000
1,12.1042246922,invalid,"1,2,3",48,0,0,1513.6108966545,6.4671567276,202.6787840266,2.5000000000
1,12.1542246922,invalid,"1,2,3",48,0,0,1528.5961303496,6.4671567276,202.6787840266,2.5000000000
1,12.2042246922,invalid,"1,2,3",48,0,0,1543.5813753848,6.4671567276,202.6787840266,2.5000000000
1,12.2542246922,invalid,"1,2,3",48,0,0,1558.5666314329,6.4671567276,202.6787840266,2.5000000000
1,12.3042246922,invalid,"1,2,3",48,0,0,1573.5518981795,6.4671567276,202.6787840266,2.5000000000
1,12.3542246922,invalid,"1,2,3",48,0,0,1588.5371753216,6.4671567276,202.6787840266,2.5000000000
1,12.4042246922,invalid,"1,2,3",48,0,0,1603.5224625679,6.4671567276,202.6787840266,2.5000000000
1,12.4542246922,invalid,"1,2,3",48,0,0,1618.5077596378,6.4671567276,202.6787840266,2.5000000000
1,12.5042246922,invalid,"1,2,3",48,0,0,1633.4930662607,6.4671567276,202.6787840266,2.5000000000
1,12.5542246922,invalid,"1,2,3",48,0,0,1648.4783821763,6.4671567276,202.6787840266,2.5000000000
1,12.6042246922,invalid,"1,2,3",48,0,0,1663.4637071333,6.4671567276,202.6787840266,2.5000000000
1,12.6542246922,invalid,"1,2,3",48,0,0,1678.4490408897,6.4671567276,202.6787840266,2.5000000000
1,12.7042246922,invalid,"1,2,3",48,0,0,1693.4343832118,6.4671567276,202.6787840266,2.5000000000
1,12.7542246922,invalid,"1,2,3",48,0,0,1708.4197338741,6.4671567276,202.6787840266,2.5000000000
1,12.8042246922,invalid,"1,2,3",48,0,0,1723.4050926593,6.4671567276,202.6787840266,2.5000000000
1,12.8542246922,invalid,"1,2,3",48,0,0,1738.3904593571,6.4671567276,202.6787840266,2.5000000000
1,12.9042246922,invalid,"1,2,3",48,0,0,1753.3758337648,6.4671567276,202.6787840266,2.5000000000
1,12.9542246922,invalid,"1,2,3",48,0,0,1768.3612156862,6.4671567276,202.6787840266,2.5000000000
1,13.0042246922,invalid,"1,2,3",48,0,0,1783.3466049320,6.4671567276,202.6787840266,2.5000000000
1,13.0542246922,invalid,"1,2,3",48,0,0,1798.3320013192,6.4671567276,202.6787840266,2.5000000000
1,13.1042246922,invalid,"1,2,3",48,0,0,1813.3174046706,6.4671567276,202.6787840266,2.5000000000
1,13.1542246922,invalid,"1,2,3",48,0,0,1828.3028148149,6.4671567276,202.6787840266,2.5000000000
1,13.2042246922,invalid,"1,2,3",48,0,0,1843.2882315866,6.4671567276,202.6787840266,2.5000000000
1,13.2542246922,invalid,"1,2,3",48,0,0,1858.2736548253,6.4671567276,202.6787840266,2.5000000000
1,13.3042246922,invalid,"1,2,3",48,0,0,1873.2590843758,6.4671567276,202.6787840266,2.5000000000
1,13.3542246922,invalid,"1,2,3",48,0,0,1888.2445200878,6.4671567276,202.6787840266,2.5000000000
1,13.4042246922,invalid,"1,2,3",48,0,0,1903.2299618158,6.4671567276,202.6787840266,2.5000000000
1,13.4542246922,invalid,"1,2,3",48,0,0,1918.2154094188,6.4671567276,202.6787840266,2.5000000000
1,13.5042246922,invalid,"1,2,3",48,0,0,1933.2008627601,6.4671567276,202.6787840266,2.5000000000
1,13.5542246922,invalid,"1,2,3",48,0,0,1948.1863217074,6.4671567276,202.6787840266,2.5000000000
1,13.6042246922,invalid,"1,2,3",48,0,0,1963.1717861322,6.4671567276,202.6787840266,2.5000000000
1,13.6542246922,invalid,"1,2,3",48,0,0,1978.1572559101,6.4671567276,202.6787840266,2.5000000000
1,13.7042246922,invalid,"1,2,3",48,0,0,1993.1427309204,6.4671567276,202.6787840266,2.5000000000
1,13.7542246922,invalid,"1,2,3",48,0,0,2008.1282110458,6.4671567276,202.6787840266,2.5000000000
1,13.8042246922,invalid,"1,2,3",48,0,0,2023.1136961728,6.4671567276,202.6787840266,2.5000000000
1,13.8542246922,invalid,"1,2,3",48,0,0,2038.0991861910,6.4671567276,202.6787840266,2.5000000000
1,13.9042246922,invalid,"1,2,3",48,0,0,2053.0846809933,6.4671567276,202.6787840266,2.5000000000
1,13.9542246922,invalid,"1,2,3",48,0,0,2068.0701804757,6.4671567276,202.6787840266,2.5000000000
1,14.0042246922,invalid,"1,2,3",48,0,0,2083.0556845373,6.4671567276,202.6787840266,2.5000000000
1,14.0542246922,invalid,"1,2,3",48,0,0,2098.0411930798,6.4671567276,202.6787840266,2.5000000000
1,14.1042246922,invalid,"1,2,3",48,0,0,2113.0267060079,6.4671567276,202.6787840266,2.5000000000
1,14.1542246922,invalid,"1,2,3",48,0,0,2128.0122232291,6.4671567276,202.6787840266,2.5000000000
1,14.2042246922,invalid,"1,2,3",48,0,0,2142.9977446531,6.4671567276,202.6787840266,2.5000000000
1,14.2542246922,invalid,"1,2,3",48,0,0,2157.9832701926,6.4671567276,202.6787840266,2.5000000000
1,14.3042246922,invalid,"1,2,3",48,0,0,2172.9687997623,6.4671567276,202.6787840266,2.5000000000
1,14.3542246922,invalid,"1,2,3",48,0,0,2187.9543332794,6.4671567276,202.6787840266,2.5000000000
1,14.4042246922,invalid,"1,2,3",48,0,0,2202.9398706634,6.4671567276,202.6787840266,2.5000000000
1,14.4542246922,invalid,"1,2,3",48,0,0,2217.9254118358,6.4671567276,202.6787840266,2.5000000000
1,14.5042246922,invalid,"1,2,3",48,0,0,2232.9109567205,6.4671567276,202.6787840266,2.5000000000
1,14.5542246922,invalid,"1,2,3",48,0,0,2247.8965052431,6.4671567276,202.6787840266,2.5000000000
1,14.6042246922,invalid,"1,2,3",48,0,0,2262.8820573315,6.4671567276,202.6787840266,2.5000000000
1,14.6542246922,invalid,"1,2,3",48,0,0,2277.8676129151,6.4671567276,202.6787840266,2.5000000000
1,14.7042246922,invalid,"1,2,3",48,0,0,2292.8531719256,6.4671567276,202.6787840266,2.5000000000
1,14.7542246922,invalid,"1,2,3",48,0,0,2307.8387342960,6.4671567276,202.6787840266,2.5000000000
1,14.8042246922,invalid,"1,2,3",48,0,0,2322.8242999615,6.4671567276,202.6787840266,2.5000000000
1,14.8542246922,invalid,"1,2,3",48,0,0,2337.8098688586,6.4671567276,202.6787840266,2.5000000000
1,14.9042246922,invalid,"1,2,3",48,0,0,2352.7954409256,6.4671567276,202.6787840266,2.5000000000
1,14.9542246922,invalid,"1,2,3",48,0,0,2367.7810161023,6.4671567276,202.6787840266,2.5000000000
1,15.0042246922,invalid,"1,2,3",48,0,0,2382.7665943300,6.4671567276,202.6787840266,2.5000000000
1,15.0542246922,invalid,"1,2,3",48,0,0,2397.7521755515,6.4671567276,202.6787840266,2.5000000000
1,15.1042246922,invalid,"1,2,3",48,0,0,2412.7377597111,6.4671567276,202.6787840266,2.5000000000
1,15.1542246922,invalid,"1,2,3",48,0,0,2427.7233467543,6.4671567276,202.6787840266,2.5000000000
1,15.2042246922,invalid,"1,2,3",48,0,0,2442.7089366281,6.4671567276,202.6787840266,2.5000000000
1,15.2542246922,invalid,"1,2,3",48,0,0,2457.6945292806,6.4671567276,202.6787840266,2.5000000000
1,15.3042246922,invalid,"1,2,3",48,0,0,2472.6801246614,6.4671567276,202.6787840266,2.5000000000
1,15.3542246922,invalid,"1,2,3",48,0,0,2487.6657227212,6.4671567276,202.6787840266,2.5000000000
1,15.4042246922,invalid,"1,2,3",48,0,0,2502.6513234118,6.4671567276,202.6787840266,2.5000000000
