record_type,profile,source,source_seed,source_rank,region_index,theta_rad,theta_deg,uav_speed_mps,release_time_s,fuse_delay_s,burst_time_s,feasible,reason,valid_start_s,valid_end_s,intervals_s,duration_s,elapsed_seconds,iterations,function_evaluations,success,message,release_point_x_m,release_point_y_m,release_point_z_m,burst_point_x_m,burst_point_y_m,burst_point_z_m,selected_region
coarse_lhs,standard,coarse_lhs,20250818,54,,0.852547134648,48.8473526513,101.8824860749,2.8894108601,4.8840818115,7.7734926716,True,,7.7734926716,27.7734926716,,0.0000000000,,,,,,17993.7221176740,221.6563522434,1800.0000000000,18321.1780307412,596.3305715969,1683.1141498059,
coarse_lhs,standard,coarse_lhs,20250818,55,,1.132661237611,64.8967085331,121.9990653727,3.3274225955,5.0647815189,8.3922041143,True,,8.3922041143,28.3922041143,,0.0000000000,,,,,,17972.2216692925,367.5989209670,1800.0000000000,18234.3660476381,927.1335661327,1674.3051420144,
coarse_lhs,standard,coarse_lhs,20250818,56,,2.810694460125,161.0409300659,117.2320136957,0.0347300862,10.1063059933,10.1410360795,True,,10.1410360795,30.1410360795,,0.0000000000,,,,,,17796.1493960412,1.3227931613,1800.0000000000,16675.6401730875,386.2499249008,1299.5266379311,
coarse_lhs,standard,coarse_lhs,20250818,57,,0.687804207972,39.4082782481,72.4599908997,5.8840678837,2.8810396838,8.7651075675,True,,8.7651075675,28.7651075675,,0.0000000000,,,,,,18129.4232002963,270.6709863846,1800.0000000000,18290.7199989697,403.2007036551,1759.3280906681,
coarse_lhs,standard,coarse_lhs,20250818,58,,5.299820004055,303.6573184114,89.0455113391,2.8828418269,3.6892338359,6.5720756628,True,,6.5720756628,26.5720756628,,0.0000000000,,,,,,17942.2717208558,-213.6720969717,1800.0000000000,18124.3398598624,-487.1128118184,1733.3088131495,
coarse_lhs,standard,coarse_lhs,20250818,59,,0.529920959718,30.3622344674,87.7402063006,4.2506627988,6.8994390308,11.1501018296,True,,11.1501018296,31.1501018296,,0.0000000000,,,,,,18121.8022761283,188.5152625947,1800.0000000000,18644.1338016332,494.5027337734,1566.7489311952,
coarse_lhs,standard,coarse_lhs,20250818,60,,2.516890062318,144.2071780693,114.5329403831,6.3344559939,2.3400907157,8.6745467095,True,,8.6745467095,28.6745467095,,0.0000000000,,,,,,17211.5168966918,424.3153350138,1800.0000000000,16994.1179838695,581.0669766621,1773.1674796677,
coarse_lhs,standard,coarse_lhs,20250818,61,,4.010270491555,229.7715738720,86.3091868299,11.0317092448,1.7073566113,12.7390658561,True,,12.7390658561,32.7390658561,,0.0000000000,,,,,,17185.0745730449,-726.9341186174,1800.0000000000,17089.9037368788,-839.4403264823,1785.7161736690,
coarse_lhs,standard,coarse_lhs,20250818,62,,6.039193365228,346.0202914910,96.2996242719,5.0160644645,2.5932953925,7.6093598571,True,,7.6093598571,27.6093598571,,0.0000000000,,,,,,18268.7379753726,-116.6931940864,1800.0000000000,18511.0745801819,-177.0233442876,1767.0466131347,
coarse_lhs,standard,coarse_lhs,20250818,63,,4.174480186349,239.1800963388,78.3119820203,4.0091951559,6.1245958208,10.1337909767,True,,10.1337909767,30.1337909767,,0.0000000000,,,,,,17639.1412411023,-269.6300736495,1800.0000000000,17393.4074106969,-681.5270150682,1616.1976975537,
coarse_lhs,standard,coarse_lhs,20250818,64,,1.928140104057,110.4742902724,90.2562641421,0.5936576681,0.2697422737,0.8633999419,True,,0.8633999419,20.8633999419,,0.0000000000,,,,,,17781.2579473586,50.1965503801,1800.0000000000,17772.7420565257,73.0045293888,1799.6434716182,
coarse_lhs,standard,coarse_lhs,20250818,65,,2.029934564579,116.3066832381,72.3867266028,3.0974826367,0.8121242852,3.9096069219,True,,3.9096069219,23.9096069219,,0.0000000000,,,,,,17700.6326255778,200.9955758760,1800.0000000000,17674.5796440479,253.6943017539,1796.7682253126,
coarse_lhs,standard,coarse_lhs,20250818,66,,4.910189848132,281.3331549060,77.0344426437,10.0246052485,0.2446429812,10.2692482296,True,,10.2692482296,30.2692482296,,0.0000000000,,,,,,17951.7556046041,-757.1820558526,1800.0000000000,17955.4590864470,-775.6605166839,1799.7067340776,
coarse_lhs,standard,coarse_lhs,20250818,67,,5.525223718116,316.5719999136,75.4113316904,4.1505385862,3.5518694203,7.7024080065,True,,7.7024080065,27.7024080065,,0.0000000000,,,,,,18027.3110347228,-215.1678819003,1800.0000000000,18221.8349733299,-399.3001828247,1738.1826957439,
coarse_lhs,standard,coarse_lhs,20250818,68,,2.860988461713,163.9225640918,93.7127594625,4.2138217229,9.0926195486,13.3064412715,True,,13.3064412715,33.3064412715,,0.0000000000,,,,,,17420.5559166750,109.3590444207,1800.0000000000,16601.7883188761,345.3348997123,1394.8889217496,
coarse_lhs,standard,coarse_lhs,20250818,69,,4.544632444626,260.3882585153,111.6112139958,0.2014184408,9.8556862567,10.0571046975,True,,10.0571046975,30.0571046975,,0.0000000000,,,,,,17796.2464034410,-22.1649710690,1800.0000000000,17612.5776694943,-1106.7280321776,1324.0406972043,
coarse_lhs,standard,coarse_lhs,20250818,70,,0.434086059426,24.8712991506,136.4439956159,0.2287078074,10.7284431064,10.9571509138,True,,10.9571509138,30.9571509138,,0.0000000000,,,,,,17828.3116184844,13.1245820288,1800.0000000000,19156.3799151233,628.7849445287,1236.0124917116,
coarse_lhs,standard,coarse_lhs,20250818,71,,5.874966142525,336.6107647489,84.1988155069,6.1680535583,6.5886394930,12.7566930514,True,,12.7566930514,32.7566930514,,0.0000000000,,,,,,18276.6680033243,-206.1663460697,1800.0000000000,18785.8389438937,-426.3907194491,1587.2901651904,
coarse_lhs,standard,coarse_lhs,20250818,72,,0.314661601976,18.0287817680,83.9259555169,8.3182533844,0.2980870483,8.6163404327,True,,8.6163404327,28.6163404327,,0.0000000000,,,,,,18463.8406147985,216.0636280895,1800.0000000000,18487.6295378199,223.8063315363,1799.5646061469,
coarse_lhs,standard,coarse_lhs,20250818,73,,4.065026359061,232.9088539836,95.4278470949,1.0347446601,9.9167047357,10.9514493958,True,,10.9514493958,30.9514493958,,0.0000000000,,,,,,17740.4493300779,-78.7653963263,1800.0000000000,17169.7322892591,-833.6310253616,1318.1289392051,
coarse_lhs,standard,coarse_lhs,20250818,74,,5.441651597313,311.7836701067,106.8147324795,7.3754946692,3.3151317079,10.6906263771,True,,10.6906263771,30.6906263771,,0.0000000000,,,,,,18324.9345321334,-587.4441937277,1800.0000000000,18560.8817045032,-851.4881610235,1746.1485186215,
coarse_lhs,standard,coarse_lhs,20250818,75,,3.406489177803,195.1774528451,118.9302241935,1.9434235436,7.5269970257,9.4704205694,True,,9.4704205694,29.4704205694,,0.0000000000,,,,,,17576.9301725097,-60.5124779918,1800.0000000000,16712.9672275512,-294.8809682566,1522.3871472958,
coarse_lhs,standard,coarse_lhs,20250818,76,,0.510931625348,29.2742257522,99.9379135840,2.5818078524,8.1039817532,10.6857896056,True,,10.6857896056,30.6857896056,,0.0000000000,,,,,,18025.0685205596,126.1694667296,1800.0000000000,18731.5313125688,522.2001222403,1478.1948507470,
coarse_lhs,standard,coarse_lhs,20250818,77,,4.439808941067,254.3823141676,129.9397287827,0.3228395743,9.3165963134,9.6394358878,True,,9.6394358878,29.6394358878,,0.0000000000,,,,,,17788.7064264481,-40.4008838179,1800.0000000000,17462.7932668488,-1206.3010867209,1374.6850623482,
coarse_lhs,standard,coarse_lhs,20250818,78,,2.977108268772,170.5757389541,96.0720146330,0.8050219551,1.8823687891,2.6873907442,True,,2.6873907442,22.6873907442,,0.0000000000,,,,,,17723.7037845824,12.6639507894,1800.0000000000,17545.3016755175,42.2758459216,1782.6377699344,
coarse_lhs,standard,coarse_lhs,20250818,79,,0.043166358008,2.4732501308,71.1218520991,6.1891503391,6.0367302376,12.2258805767,True,,12.2258805767,32.2258805767,,0.0000000000,,,,,,18239.7737938593,18.9952326513,1800.0000000000,18668.7172858768,37.5226700269,1621.4336513899,
coarse_lhs,standard,coarse_lhs,20250818,80,,2.128165169584,121.9348823239,120.9828148485,3.5474649193,8.0864297391,11.6338946584,True,,11.6338946584,31.6338946584,,0.0000000000,,,,,,17572.9818379014,364.2254705908,1800.0000000000,17055.4949961518,1194.4757321489,1479.5873049647,
coarse_lhs,standard,coarse_lhs,20250818,81,,4.570904459773,261.8935341025,136.8118072898,0.7246320127,2.4204461349,3.1450781476,True,,3.1450781476,23.1450781476,,0.0000000000,,,,,,17786.0202271717,-98.1476014994,1800.0000000000,17739.3244056853,-425.9843221124,1771.2930584904,
coarse_lhs,standard,coarse_lhs,20250818,82,,0.580654749298,33.2690664890,92.7015899594,1.4953193637,12.0874274635,13.5827468272,True,,13.5827468272,33.5827468272,,0.0000000000,,,,,,17915.8994195115,76.0421478552,1800.0000000000,18852.7734147457,690.7295308254,1084.0810768439,
coarse_lhs,standard,coarse_lhs,20250818,83,,3.280641853137,187.9669322787,103.2193115607,0.3341706739,3.3582377857,3.6924084596,True,,3.6924084596,23.6924084596,,0.0000000000,,,,,,17765.8400504449,-4.7807649509,1800.0000000000,17422.5507006660,-52.8249135168,1744.7389709768,
coarse_lhs,standard,coarse_lhs,20250818,84,,5.201678593823,298.0342298096,126.1141098761,5.9632395984,6.0959984985,12.0592380969,True,,12.0592380969,32.0592380969,,0.0000000000,,,,,,18153.4620942907,-663.8085008298,1800.0000000000,18514.7932735124,-1342.3952920485,1617.9101313022,
coarse_lhs,standard,coarse_lhs,20250818,85,,4.458448745620,255.4502962994,125.9173233240,1.1328821397,0.9867417992,2.1196239389,True,,2.1196239389,22.1196239389,,0.0000000000,,,,,,17764.1636285866,-138.0747280772,1800.0000000000,17732.9501030453,-258.3379936213,1795.2290690467,
coarse_lhs,standard,coarse_lhs,20250818,86,,3.524064320868,201.9140123184,135.8170899954,1.2765910207,12.4277789764,13.7043699972,True,,13.7043699972,33.7043699972,,0.0000000000,,,,,,17639.1449009038,-64.7090358681,1800.0000000000,16073.1996715305,-694.6598834597,1043.1965175942,
coarse_lhs,standard,coarse_lhs,20250818,87,,5.182596560383,296.9409098289,80.5861171311,11.2351166456,0.9464223716,12.1815390172,True,,12.1815390172,32.1815390172,,0.0000000000,,,,,,18210.2082724769,-807.1358248753,1800.0000000000,18244.7633463887,-875.1272330374,1795.6109950030,
coarse_lhs,standard,coarse_lhs,20250818,88,,5.597535766093,320.7151750707,98.3084765274,4.0166045478,0.7591539544,4.7757585022,True,,4.7757585022,24.7757585022,,0.0000000000,,,,,,18105.6296299149,-250.0198063884,1800.0000000000,18163.3948242127,-297.2745267450,1797.1760578405,
coarse_lhs,standard,coarse_lhs,20250818,89,,0.315586397516,18.0817686494,84.9411035117,5.5225002174,6.7244691033,12.2469693207,True,,12.2469693207,32.2469693207,,0.0000000000,,,,,,18245.9211722909,145.5924724837,1800.0000000000,18788.8968223697,322.8730599635,1578.4294248636,
coarse_lhs,standard,coarse_lhs,20250818,90,,2.717046146837,155.6752769560,70.6075805839,5.6025314894,4.6559872615,10.2585187509,True,,10.2585187509,30.2585187509,,0.0000000000,,,,,,17439.5362800257,162.9428958907,1800.0000000000,17139.9726824615,298.3566903608,1693.7767348421,
coarse_lhs,standard,coarse_lhs,20250818,91,,4.635044801875,265.5685050015,78.8791246479,6.6303122902,4.8682131321,11.4985254223,True,,11.4985254223,31.4985254223,,0.0000000000,,,,,,17759.5898361819,-521.4297046214,1800.0000000000,17729.9192442761,-904.2820989607,1683.8724544104,
coarse_lhs,standard,coarse_lhs,20250818,92,,4.251993767052,243.6212973680,123.9033715549,1.6036695417,5.8255853273,7.4292548690,True,,7.4292548690,27.4292548690,,0.0000000000,,,,,,17711.7171240065,-178.0108111075,1800.0000000000,17391.0154995891,-824.6634676232,1633.7065224118,
coarse_lhs,standard,coarse_lhs,20250818,93,,3.041107361050,174.2426168343,126.4706918194,3.1213842366,6.0825597493,9.2039439859,True,,9.2039439859,29.2039439859,,0.0000000000,,,,,,17407.2277219034,39.6012154477,1800.0000000000,16641.8426656958,116.7710672973,1618.7120877921,
